document_title,question_text,short_answer,yes_no_answer
Geography of China,what are the two large plains located on the eastern side of china,[],NONE
Hero World Challenge,where is the hero golf challenge being played,"[{'short_answer1': [{'end_byte': 42332, 'end_token': 37, 'start_byte': 42321, 'start_token': 35}]}, {'short_answer2': [{'end_byte': 53378, 'end_token': 879, 'start_byte': 53281, 'start_token': 873}]}, {'short_answer3': [{'end_byte': 53378, 'end_token': 879, 'start_byte': 53281, 'start_token': 873}]}]",NONE
List of NCAA football records,who has the most sacks in college football,"[{'short_answer1': [{'end_byte': 248826, 'end_token': 11248, 'start_byte': 248813, 'start_token': 11246}]}, {'short_answer2': [{'end_byte': 248826, 'end_token': 11248, 'start_byte': 248813, 'start_token': 11246}]}, {'short_answer3': [{'end_byte': 248860, 'end_token': 11255, 'start_byte': 248813, 'start_token': 11246}]}]",NONE
Indirect rule,3. in what different ways was colonial rule established in various parts of africa and asia,[],NONE
William Smith,where did will smith spent most of his days,[],NONE
"List of United States federal legislation, 1901–2001",when did congress passes legislation to fund the national cancer institute,"[{'short_answer1': [{'end_byte': 138529, 'end_token': 4581, 'start_byte': 138515, 'start_token': 4577}]}, {'short_answer2': [{'end_byte': 138529, 'end_token': 4581, 'start_byte': 138515, 'start_token': 4577}]}, {'short_answer3': [{'end_byte': 138529, 'end_token': 4581, 'start_byte': 138515, 'start_token': 4577}]}]",NONE
Mass movement,who makes history the leader or the mass movement,[],NONE
The Divergent Series,when does the next allegiant movie come out,[],NONE
List of Real Madrid C.F. records and statistics,when was the last time real madrid lost at home,[],NONE
Tastes like chicken,where did the phrase tastes like chicken come from,[],NONE
KIM University,kim university formerly kigali institute of management (kim),[],NONE
Carols by Candlelight,who is santa at melbourne carols by candlelight,[],NONE
List of minimum wages by country,what is the minimum wage in france per hour,"[{'short_answer1': [{'end_byte': 156652, 'end_token': 5034, 'start_byte': 156635, 'start_token': 5029}]}, {'short_answer2': [{'end_byte': 157112, 'end_token': 5054, 'start_byte': 157107, 'start_token': 5053}]}, {'short_answer3': [{'end_byte': 156652, 'end_token': 5034, 'start_byte': 156635, 'start_token': 5029}]}]",NONE
Despicable Me 3,who is the cast of despicable me 3,"[{'short_answer1': [{'end_byte': 46084, 'end_token': 109, 'start_byte': 46072, 'start_token': 107}, {'end_byte': 46160, 'end_token': 113, 'start_byte': 46148, 'start_token': 111}, {'end_byte': 46233, 'end_token': 117, 'start_byte': 46222, 'start_token': 115}, {'end_byte': 46321, 'end_token': 121, 'start_byte': 46305, 'start_token': 119}, {'end_byte': 46391, 'end_token': 125, 'start_byte': 46381, 'start_token': 123}, {'end_byte': 46487, 'end_token': 129, 'start_byte': 46475, 'start_token': 127}, {'end_byte': 46566, 'end_token': 133, 'start_byte': 46553, 'start_token': 131}, {'end_byte': 46642, 'end_token': 137, 'start_byte': 46630, 'start_token': 135}, {'end_byte': 46715, 'end_token': 141, 'start_byte': 46704, 'start_token': 139}, {'end_byte': 46794, 'end_token': 145, 'start_byte': 46781, 'start_token': 143}]}]",NONE
Modem,when was modem invented and in which country,[],NONE
Put Your Hand in the Hand,who wrote put your hand in the hand of the man who stilled the water,"[{'short_answer1': [{'end_byte': 46959, 'end_token': 300, 'start_byte': 46945, 'start_token': 298}]}, {'short_answer2': [{'end_byte': 46959, 'end_token': 300, 'start_byte': 46945, 'start_token': 298}]}, {'short_answer3': [{'end_byte': 46959, 'end_token': 300, 'start_byte': 46945, 'start_token': 298}]}, {'short_answer4': [{'end_byte': 46959, 'end_token': 300, 'start_byte': 46945, 'start_token': 298}]}]",NONE
Joint Session of Indian Parliament,who presides over the joint sessions of parliament,"[{'short_answer1': [{'end_byte': 53307, 'end_token': 97, 'start_byte': 53298, 'start_token': 96}]}]",NONE
French Gothic architecture,what is said to be the earliest gothic structure in france who was the director of its construction,[],NONE
Indo-Pakistani War of 1971,who was the president of pakistan during 1971 war,"[{'short_answer1': [{'end_byte': 154568, 'end_token': 4122, 'start_byte': 154558, 'start_token': 4120}]}, {'short_answer2': [{'end_byte': 71078, 'end_token': 667, 'start_byte': 71068, 'start_token': 665}]}, {'short_answer3': [{'end_byte': 154568, 'end_token': 4122, 'start_byte': 154558, 'start_token': 4120}]}, {'short_answer4': [{'end_byte': 71078, 'end_token': 667, 'start_byte': 71068, 'start_token': 665}]}]",NONE
Lips of an Angel,who is the girl in the hinder video lips of an angel,"[{'short_answer1': [{'end_byte': 82212, 'end_token': 1765, 'start_byte': 82194, 'start_token': 1763}]}, {'short_answer2': [{'end_byte': 82212, 'end_token': 1765, 'start_byte': 82194, 'start_token': 1763}]}, {'short_answer3': [{'end_byte': 82212, 'end_token': 1765, 'start_byte': 82194, 'start_token': 1763}]}, {'short_answer4': [{'end_byte': 82212, 'end_token': 1765, 'start_byte': 82194, 'start_token': 1763}]}]",NONE
Stuck on You (film),who gives the speech at the end of stuck on you,[],NONE
The Great Cat Massacre,workers revolt the great cat massacre of the rue saint-séverin,[],NONE
Earth to Echo,is there going to be an earth to echo 2,[],NONE
French and Indian War,who helped the british in the french and indian war,"[{'short_answer1': [{'end_byte': 47691, 'end_token': 243, 'start_byte': 47671, 'start_token': 241}]}, {'short_answer2': [{'end_byte': 69226, 'end_token': 802, 'start_byte': 69139, 'start_token': 797}]}, {'short_answer3': [{'end_byte': 70448, 'end_token': 954, 'start_byte': 70440, 'start_token': 953}, {'end_byte': 70537, 'end_token': 956, 'start_byte': 70530, 'start_token': 955}, {'end_byte': 70597, 'end_token': 959, 'start_byte': 70589, 'start_token': 958}]}]",NONE
Swine influenza,which animal is the carrier of the h1n1 virus,"[{'short_answer1': [{'end_byte': 51653, 'end_token': 173, 'start_byte': 51649, 'start_token': 172}]}, {'short_answer2': [{'end_byte': 49578, 'end_token': 59, 'start_byte': 49575, 'start_token': 58}]}, {'short_answer3': [{'end_byte': 51653, 'end_token': 173, 'start_byte': 51649, 'start_token': 172}]}, {'short_answer4': [{'end_byte': 51653, 'end_token': 173, 'start_byte': 51649, 'start_token': 172}]}]",NONE
Smoke detector,which type of fire detector uses the effect of smoke on a light source and photo-electric cell,"[{'short_answer1': [{'end_byte': 89876, 'end_token': 1915, 'start_byte': 89847, 'start_token': 1912}]}, {'short_answer2': [{'end_byte': 89876, 'end_token': 1915, 'start_byte': 89847, 'start_token': 1912}]}, {'short_answer3': [{'end_byte': 74928, 'end_token': 1014, 'start_byte': 74886, 'start_token': 1007}]}, {'short_answer4': [{'end_byte': 89876, 'end_token': 1915, 'start_byte': 89847, 'start_token': 1912}]}]",NONE
2017–18 Manchester City F.C. season,who has man city drawn with this season,[],NONE
Romanticism,when did the romanticism period start and end,"[{'short_answer1': [{'end_byte': 45504, 'end_token': 112, 'start_byte': 45461, 'start_token': 104}]}, {'short_answer2': [{'end_byte': 67619, 'end_token': 1729, 'start_byte': 67608, 'start_token': 1726}]}, {'short_answer3': [{'end_byte': 45504, 'end_token': 112, 'start_byte': 45370, 'start_token': 85}]}]",NONE
Concurrent jurisdiction,when do federal and state courts have concurrent jurisdiction,[],NONE
Eukaryotic DNA replication,when does dna replication occur in prokaryotes and eukaryotes,[],NONE
A Thousand Years (Christina Perri song),who sings ive loved you for a thousand years,"[{'short_answer1': [{'end_byte': 149545, 'end_token': 234, 'start_byte': 149530, 'start_token': 232}]}]",NONE
List of The Flash episodes,when was the last episode of the flash aired,"[{'short_answer1': [{'end_byte': 220752, 'end_token': 20557, 'start_byte': 220739, 'start_token': 20553}]}, {'short_answer2': [{'end_byte': 222959, 'end_token': 20688, 'start_byte': 222945, 'start_token': 20684}]}, {'short_answer3': [{'end_byte': 220752, 'end_token': 20557, 'start_byte': 220739, 'start_token': 20553}]}]",NONE
Vincenzo Peruggia,who stole the mona lisa from the louvre in 1911,"[{'short_answer1': [{'end_byte': 56484, 'end_token': 111, 'start_byte': 56467, 'start_token': 109}]}, {'short_answer2': [{'end_byte': 56484, 'end_token': 111, 'start_byte': 56467, 'start_token': 109}]}, {'short_answer3': [{'end_byte': 56484, 'end_token': 111, 'start_byte': 56467, 'start_token': 109}]}, {'short_answer4': [{'end_byte': 56484, 'end_token': 111, 'start_byte': 56467, 'start_token': 109}]}]",NONE
Missile defense systems by country,top 10 air defence systems in the world,[],NONE
Sesame Street,what does the number at the beginning of sesame street mean,[],NONE
List of stock market crashes and bear markets,when was the last time stock market crashed,"[{'short_answer1': [{'end_byte': 97468, 'end_token': 1686, 'start_byte': 97457, 'start_token': 1683}]}, {'short_answer2': [{'end_byte': 114129, 'end_token': 2580, 'start_byte': 114115, 'start_token': 2577}]}]",NONE
Sonata form,in sonata-allegro form the second theme is typically in a contrasting mood with the first,[],NONE
Fiddler on the Roof,who sings far from the home i love in fiddler on the roof,"[{'short_answer1': [{'end_byte': 66047, 'end_token': 2413, 'start_byte': 66042, 'start_token': 2412}]}, {'short_answer2': [{'end_byte': 66047, 'end_token': 2413, 'start_byte': 66042, 'start_token': 2412}]}, {'short_answer3': [{'end_byte': 70100, 'end_token': 2998, 'start_byte': 70095, 'start_token': 2997}]}, {'short_answer4': [{'end_byte': 70100, 'end_token': 2998, 'start_byte': 70095, 'start_token': 2997}]}]",NONE
Billy Don't Be a Hero,when did billy don't be a hero come out,"[{'short_answer1': [{'end_byte': 52324, 'end_token': 525, 'start_byte': 52320, 'start_token': 524}]}, {'short_answer2': [{'end_byte': 52324, 'end_token': 525, 'start_byte': 52320, 'start_token': 524}]}, {'short_answer3': [{'end_byte': 52324, 'end_token': 525, 'start_byte': 52320, 'start_token': 524}]}, {'short_answer4': [{'end_byte': 52324, 'end_token': 525, 'start_byte': 52320, 'start_token': 524}]}]",NONE
List of The Jungle Book characters,who is mowgli's main enemy in the jungle book,"[{'short_answer1': [{'end_byte': 50225, 'end_token': 573, 'start_byte': 50215, 'start_token': 571}]}, {'short_answer2': [{'end_byte': 50225, 'end_token': 573, 'start_byte': 50215, 'start_token': 571}]}, {'short_answer3': [{'end_byte': 50225, 'end_token': 573, 'start_byte': 50215, 'start_token': 571}]}, {'short_answer4': [{'end_byte': 50225, 'end_token': 573, 'start_byte': 50215, 'start_token': 571}]}]",NONE
The Office (U.S. TV series),how much were the actors in the office paid,[],NONE
American Revolution,when did the tradition of self government began in america,"[{'short_answer1': [{'end_byte': 59202, 'end_token': 627, 'start_byte': 59198, 'start_token': 626}]}]",NONE
The Theory of Everything (2014 film),where did they film the theory of everything,"[{'short_answer1': [{'end_byte': 89753, 'end_token': 2664, 'start_byte': 89657, 'start_token': 2650}]}, {'short_answer2': [{'end_byte': 89753, 'end_token': 2664, 'start_byte': 89568, 'start_token': 2649}]}]",NONE
Somewhere (song),who wrote somewhere there's a place for us,"[{'short_answer1': [{'end_byte': 57267, 'end_token': 160, 'start_byte': 57250, 'start_token': 158}, {'end_byte': 57361, 'end_token': 165, 'start_byte': 57345, 'start_token': 163}]}, {'short_answer2': [{'end_byte': 57267, 'end_token': 160, 'start_byte': 57165, 'start_token': 153}, {'end_byte': 57361, 'end_token': 165, 'start_byte': 57277, 'start_token': 161}]}]",NONE
Shiva Ayyadurai,who is credited with the invention of e mail,[],NONE
Sounds Good Feels Good,who wrote broken home by 5 seconds of summer,[],NONE
Dawn of the Planet of the Apes,actor who played caesar in dawn of the planet of the apes,"[{'short_answer1': [{'end_byte': 74741, 'end_token': 1550, 'start_byte': 74730, 'start_token': 1548}]}, {'short_answer2': [{'end_byte': 74741, 'end_token': 1550, 'start_byte': 74730, 'start_token': 1548}]}, {'short_answer3': [{'end_byte': 74741, 'end_token': 1550, 'start_byte': 74730, 'start_token': 1548}]}, {'short_answer4': [{'end_byte': 74741, 'end_token': 1550, 'start_byte': 74730, 'start_token': 1548}]}]",NONE
File Transfer Protocol,what information is displayed in clear text from the ftp header,"[{'short_answer1': [{'end_byte': 88960, 'end_token': 2519, 'start_byte': 88943, 'start_token': 2517}]}]",NONE
Diving at the 1988 Summer Olympics – Men's 10 metre platform,diving at the 1988 summer olympics men's 10 metre platform,[],NONE
Weekly Torah portion,what is the torah portion of the week,"[{'short_answer1': [{'end_byte': 57977, 'end_token': 115, 'start_byte': 57849, 'start_token': 96}]}]",NONE
Rodinia,what is the difference between pangea and rodinia,[],NONE
Pradyumna,what is the name of son of lord krishna,"[{'short_answer1': [{'end_byte': 60038, 'end_token': 131, 'start_byte': 60029, 'start_token': 130}]}, {'short_answer2': [{'end_byte': 60038, 'end_token': 131, 'start_byte': 60029, 'start_token': 130}]}, {'short_answer3': [{'end_byte': 60038, 'end_token': 131, 'start_byte': 60029, 'start_token': 130}]}, {'short_answer4': [{'end_byte': 60038, 'end_token': 131, 'start_byte': 60029, 'start_token': 130}]}]",NONE
Constitution of India,who is considered as architect of india constitution,"[{'short_answer1': [{'end_byte': 76382, 'end_token': 567, 'start_byte': 76368, 'start_token': 565}]}, {'short_answer2': [{'end_byte': 76382, 'end_token': 567, 'start_byte': 76368, 'start_token': 565}]}, {'short_answer3': [{'end_byte': 76426, 'end_token': 574, 'start_byte': 76368, 'start_token': 565}]}, {'short_answer4': [{'end_byte': 76382, 'end_token': 567, 'start_byte': 76368, 'start_token': 565}]}]",NONE
World War II,where did most of the fighting take place in ww2,[],NONE
I Wanna Be the Only One,who sang with eternal on i wanna be the only one,"[{'short_answer1': [{'end_byte': 61853, 'end_token': 319, 'start_byte': 61842, 'start_token': 317}]}, {'short_answer2': [{'end_byte': 61853, 'end_token': 319, 'start_byte': 61842, 'start_token': 317}]}, {'short_answer3': [{'end_byte': 61853, 'end_token': 319, 'start_byte': 61842, 'start_token': 317}]}, {'short_answer4': [{'end_byte': 61853, 'end_token': 319, 'start_byte': 61842, 'start_token': 317}]}]",NONE
International relations,what is an international system in international relations,"[{'short_answer1': [{'end_byte': 77016, 'end_token': 1764, 'start_byte': 76872, 'start_token': 1740}]}, {'short_answer2': [{'end_byte': 74457, 'end_token': 1384, 'start_byte': 74290, 'start_token': 1359}]}]",NONE
Constituent Assembly of India,who was elected the president of constituent assembly,"[{'short_answer1': [{'end_byte': 87347, 'end_token': 2510, 'start_byte': 87332, 'start_token': 2508}]}, {'short_answer2': [{'end_byte': 79201, 'end_token': 1734, 'start_byte': 79126, 'start_token': 1731}]}, {'short_answer3': [{'end_byte': 59413, 'end_token': 189, 'start_byte': 59311, 'start_token': 184}]}, {'short_answer4': [{'end_byte': 59413, 'end_token': 189, 'start_byte': 59311, 'start_token': 184}]}]",NONE
Three-point field goal,how far is the foul line from the basket in high school,[],NONE
Lablab,25 common indian vegetables and their english names,[],NONE
Kiss (UK radio station),can i get kiss fm in my car,[],NONE
Diastema,what is the name of the gap between two front teeth,"[{'short_answer1': [{'end_byte': 57276, 'end_token': 103, 'start_byte': 57268, 'start_token': 102}]}, {'short_answer2': [{'end_byte': 57276, 'end_token': 103, 'start_byte': 57268, 'start_token': 102}]}, {'short_answer3': [{'end_byte': 57307, 'end_token': 107, 'start_byte': 57268, 'start_token': 102}]}, {'short_answer4': [{'end_byte': 57276, 'end_token': 103, 'start_byte': 57268, 'start_token': 102}]}]",NONE
